"Date","Predicted","Actual","Upper","Lower","RMSE"
2012-11-01,5.05436736738647,10.10879063691,5.44057826869741,4.6798549488769,5.05442326952357
2012-12-01,4.88930096687862,9.87718287052188,5.26003669918577,4.49994047741951,4.98788190364326
2013-01-01,4.57147613779998,9.51355801015419,4.93752417157435,4.19861296072955,4.94208187235421
2013-02-01,4.5022577369504,9.62866850892665,4.88721821307708,4.10776268988555,5.12641077197625
2013-03-01,4.32919364877987,9.04093591659694,4.71867639518954,3.93658249875735,4.71174226781707
2013-04-01,4.23934327717927,9.24446022394056,4.62104821586561,3.8545133835092,5.00511694676129
2013-05-01,3.85626848089815,8.82870218322889,4.25252107429857,3.4645838227365,4.97243370233074
2013-06-01,4.09084769646621,9.46871062073069,4.4866151115559,3.69372590795102,5.37786292426448
2013-07-01,3.82053540904825,9.51770713720006,4.21158558898859,3.42125663139301,5.69717172815181
2013-08-01,3.8851269414781,9.34569135632264,4.27835271904735,3.49788200725228,5.46056441484453
2013-09-01,3.85685887405932,9.09699270782678,4.25902805757918,3.45648463711019,5.24013383376746
2013-10-01,3.67019758818517,8.50949373395795,4.08568409094577,3.25990899085987,4.83929614577279
2013-11-01,3.29262044594656,8.58640968739477,3.70828337617552,2.87245348676315,5.29378924144821
2013-12-01,3.19202377850277,8.98086524951782,3.62180569012645,2.77212215631286,5.78884147101505
2014-01-01,3.18963513245242,9.1699550059708,3.59586377532225,2.7682968147484,5.98031987351838
2014-02-01,3.32594947740704,9.6068584008856,3.74332426027826,2.91970099136178,6.28090892347856
2014-03-01,3.16055311321646,9.66601507548555,3.56956041723857,2.75733309959163,6.50546196226909
2014-04-01,3.24889068686875,9.52613746398405,3.6472642173685,2.8433875900668,6.2772467771153
2014-05-01,3.188372876844,9.65180286425031,3.62600326250466,2.75388480675242,6.46342998740631
2014-06-01,2.89920876605674,9.70597897578096,3.3307807646925,2.47432029117521,6.80677020972422
2014-07-01,2.78539935157195,9.78401428107263,3.23507025855393,2.35489295289652,6.99861492950068
2014-08-01,2.8809858129334,9.69656427765064,3.29365222355793,2.4325179563246,6.81557846471724
